# 20250319T1619
# N=222
sample	sample_sex	input_path
HG03834-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03834-XX/HG03834-XX.chrX.fasta
HG02738-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02738-R1/HG02738-R1.chrX.fasta
HG00642-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00642-R1/HG00642-R1.chrX.fasta
HG00438-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00438-XX/HG00438-XX.chrX.fasta
HG02132-Q1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02132-Q1/HG02132-Q1.chrX.fasta
NA20799-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20799-XX/NA20799-XX.chrX.fasta
HG00323-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00323-XX/HG00323-XX.chrX.fasta
NA18565-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18565-XX/NA18565-XX.chrX.fasta
NA18974-C1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18974-C1/NA18974-C1.chrX.fasta
NA18983-D1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18983-D1/NA18983-D1.chrX.fasta
HG01530-T1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01530-T1/HG01530-T1.chrX.fasta
NA20809-J2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20809-J2/NA20809-J2.chrX.fasta
HG01167-I2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01167-I2/HG01167-I2.chrX.fasta
HG02523-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02523-XX/HG02523-XX.chrX.fasta
HG02698-Q1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02698-Q1/HG02698-Q1.chrX.fasta
HG00272-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00272-XX/HG00272-XX.chrX.fasta
HG03225-B3.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03225-B3/HG03225-B3.chrX.fasta
HG00673-O2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00673-O2/HG00673-O2.chrX.fasta
HG03704-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03704-XX/HG03704-XX.chrX.fasta
HG03130-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03130-E1/HG03130-E1.chrX.fasta
HG02129-O2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02129-O2/HG02129-O2.chrX.fasta
HG00544-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00544-XX/HG00544-XX.chrX.fasta
HG01934-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01934-R1/HG01934-R1.chrX.fasta
HG00146-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00146-XX/HG00146-XX.chrX.fasta
HG00329-N1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00329-N1/HG00329-N1.chrX.fasta
NA21144-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21144-XX/NA21144-XX.chrX.fasta
HG02300-Q1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02300-Q1/HG02300-Q1.chrX.fasta
HG04204-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04204-R1/HG04204-R1.chrX.fasta
HG02258-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02258-E1/HG02258-E1.chrX.fasta
HG04199-L1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04199-L1/HG04199-L1.chrX.fasta
HG02717-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02717-E1/HG02717-E1.chrX.fasta
HG02630-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02630-XX/HG02630-XX.chrX.fasta
HG02055-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02055-E1/HG02055-E1.chrX.fasta
HG02145-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02145-E1/HG02145-E1.chrX.fasta
HG01074-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01074-E1/HG01074-E1.chrX.fasta
HG02976-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02976-XX/HG02976-XX.chrX.fasta
HG03041-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03041-XX/HG03041-XX.chrX.fasta
HG01960-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01960-XX/HG01960-XX.chrX.fasta
HG00321-I1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00321-I1/HG00321-I1.chrX.fasta
HG00597-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00597-XX/HG00597-XX.chrX.fasta
HG02257-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02257-XX/HG02257-XX.chrX.fasta
HG03017-R2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03017-R2/HG03017-R2.chrX.fasta
HG02735-J2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02735-J2/HG02735-J2.chrX.fasta
NA19776-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19776-XX/NA19776-XX.chrX.fasta
HG02004-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02004-XX/HG02004-XX.chrX.fasta
HG01358-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01358-R1/HG01358-R1.chrX.fasta
HG03688-L1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03688-L1/HG03688-L1.chrX.fasta
HG01150-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01150-XX/HG01150-XX.chrX.fasta
HG02572-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02572-E1/HG02572-E1.chrX.fasta
HG02723-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02723-XX/HG02723-XX.chrX.fasta
NA20282-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20282-XX/NA20282-XX.chrX.fasta
HG03470-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03470-XX/HG03470-XX.chrX.fasta
HG00867-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00867-XX/HG00867-XX.chrX.fasta
HG03516-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03516-XX/HG03516-XX.chrX.fasta
HG01261-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01261-R1/HG01261-R1.chrX.fasta
HG02109-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02109-XX/HG02109-XX.chrX.fasta
HG01346-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01346-XX/HG01346-XX.chrX.fasta
HG04153-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04153-XX/HG04153-XX.chrX.fasta
HG02135-O2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02135-O2/HG02135-O2.chrX.fasta
NA19338-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19338-XX/NA19338-XX.chrX.fasta
NA19909-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19909-XX/NA19909-XX.chrX.fasta
HG01361-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01361-XX/HG01361-XX.chrX.fasta
HG02668-A1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02668-A1/HG02668-A1.chrX.fasta
HG02071-O2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02071-O2/HG02071-O2.chrX.fasta
HG01981-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01981-XX/HG01981-XX.chrX.fasta
HG02280-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02280-XX/HG02280-XX.chrX.fasta
HG02392-O2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02392-O2/HG02392-O2.chrX.fasta
NA18508-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18508-XX/NA18508-XX.chrX.fasta
HG02622-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02622-XX/HG02622-XX.chrX.fasta
NA18971-C1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18971-C1/NA18971-C1.chrX.fasta
HG02273-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02273-XX/HG02273-XX.chrX.fasta
RFCHM13-J1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/inject-ref/RFCHM13-J1.chrX.fasta
RFGRC38-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/inject-ref/RFGRC38-R1.chrX.fasta
