HG04157_chrY_random0000822	unassigned-0000822	
HG04160_chrY_random0000015	haplotype1-0000015	
HG04160_chrY_random0000188	haplotype2-0000188	
HG04187_chrY_random0000897	pat-0000897	manual_update
HG04187_chrY_random0000912	pat-0000912	manual_update
HG04187_chrY_random0000911	pat-0000911	manual_update
HG04187_chrY_random0001046	pat-0001046	manual_update
HG04187_chrY_random0001047	pat-0001047	manual_update
HG04199_chrY_random0000138	haplotype2-0000138	
HG04199_chrY_random0000139	haplotype2-0000139	
HG04199_chrY_random0000140	haplotype2-0000140	
HG04204_chrY_random0000146	haplotype1-0000146	
HG04204_chrY_random0000147	haplotype1-0000147	
HG04204_chrY_random0000148	haplotype1-0000148	
NA18612_chrY_random0000257	haplotype2-0000257	
NA18612_chrY_random0000259	haplotype2-0000259	
NA18612_chrY_random0000260	haplotype2-0000260	
NA18612_chrY_random0000276	haplotype2-0000276	
NA18612_chrY_random0000278	haplotype2-0000278	
NA18620_chrY_random0000007	haplotype1-0000007	
NA18620_chrY_random0000008	haplotype1-0000008	
NA18620_chrY_random0000010	haplotype1-0000010	
NA18620_chrY_random0000033	haplotype1-0000033	
NA18620_chrY_random0000053	haplotype2-0000053	
NA18620_chrY_random0000054	haplotype2-0000054	
NA18620_chrY_random0000055	haplotype2-0000055	
NA18620_chrY_random0000174	unassigned-0000174	
NA18620_chrY_random0000175	unassigned-0000175	
NA18620_chrY_random0000278	unassigned-0000278	
NA18620_chrY_random0000280	unassigned-0000280	
NA18620_chrY_random0000544	unassigned-0000544	
NA18620_chrY_random0000754	unassigned-0000754	
NA18620_chrY_random0000778	unassigned-0000778	
NA18620_chrY_random0000779	unassigned-0000779	
NA18620_chrY_random0000780	unassigned-0000780	
NA18620_chrY_random0000781	unassigned-0000781	
NA18879_chrY_random0000089	haplotype2-0000089	
NA18952_chrY_random0000191	unassigned-0000191	
NA18971_chrY_random0000181	haplotype2-0000181	manual_update
NA18974_chrY_random0000117	haplotype2-0000117	CEN
NA18974_chrY_random0000118	haplotype2-0000118	CEN
NA18974_chrY_random0000119	haplotype2-0000119	CEN
NA18974_chrY_random0000120	haplotype2-0000120	CEN
NA18974_chrY_random0000123	haplotype2-0000123	CEN
NA18974_chrY_random0000124	haplotype2-0000124	CEN
NA18974_chrY_random0000125	haplotype2-0000125	CEN
NA18974_chrY_random0000126	haplotype2-0000126	CEN
NA18974_chrY_random0000132	haplotype2-0000132	CEN
NA18974_chrY_random0000133	haplotype2-0000133	CEN
NA19043_chrY_random0000144	haplotype2-0000144	
NA19443_chrY_random0000225	haplotype2-0000225	
NA19443_chrY_random0000226	haplotype2-0000226	
NA19443_chrY_random0000271	haplotype2-0000271	
NA19443_chrY_random0000305	unassigned-0000305	
NA19443_chrY_random0000306	unassigned-0000306	
NA19700_chrY_random0000217	haplotype2-0000217	
NA19700_chrY_random0000218	haplotype2-0000218	
NA19700_chrY_random0000219	haplotype2-0000219	
NA20346_chrY_random0000177	haplotype2-0000177	
NA20346_chrY_random0000178	haplotype2-0000178	
NA20346_chrY_random0000179	haplotype2-0000179	
NA20346_chrY_random0000180	haplotype2-0000180	
NA20346_chrY_random0000182	haplotype2-0000182	
NA20346_chrY_random0000183	haplotype2-0000183	
NA20346_chrY_random0000184	haplotype2-0000184	
NA20346_chrY_random0000185	haplotype2-0000185	
NA20805_chrY_random0000009	haplotype1-0000009	
NA20805_chrY_random0000028	haplotype1-0000028	
NA20805_chrY_random0000029	haplotype1-0000029	
NA20805_chrY_random0000030	haplotype1-0000030	
NA20805_chrY_random0000031	haplotype1-0000031	
NA20805_chrY_random0000032	haplotype1-0000032	
NA20805_chrY_random0000034	haplotype1-0000034	
NA20805_chrY_random0000035	haplotype1-0000035	
NA20809_chrY_random0000126	haplotype2-0000126	
NA20809_chrY_random0000143	unassigned-0000143	
NA20809_chrY_random0000144	unassigned-0000144	
NA20809_chrY_random0000145	unassigned-0000145	
NA20809_chrY_random0000146	unassigned-0000146	
NA20809_chrY_random0000258	unassigned-0000258	
NA20809_chrY_random0000259	unassigned-0000259	
NA20809_chrY_random0000260	unassigned-0000260	
NA20809_chrY_random0000261	unassigned-0000261	
NA20809_chrY_random0000445	unassigned-0000445	
NA20905_chrY_random0000046	haplotype1-0000046	
NA21093_chrY_random0000020	haplotype1-0000020	
NA21093_chrY_random0000199	haplotype2-0000199	
NA21093_chrY_random0000200	haplotype2-0000200	
NA21093_chrY_random0000201	haplotype2-0000201	
NA21093_chrY_random0000202	haplotype2-0000202	
NA21093_chrY_random0000203	haplotype2-0000203	
