sample	alias	old_name	new_name	orient	proc_status
HG02132	HG02132	haplotype1-0000022	HG02132_chrY_random0000022	0	auto
HG02132	HG02132	haplotype2-0000156	HG02132_chrY_random0000156	0	auto
HG02132	HG02132	haplotype2-0000182	HG02132_chrY_random0000182	0	auto
HG02132	HG02132	haplotype2-0000184	HG02132_chrY_random0000184	0	auto
HG02132	HG02132	haplotype2-0000185	HG02132_chrY_random0000185	0	auto
HG02132	HG02132	haplotype2-0000186	HG02132_chrY_random0000186	0	auto
HG02132	HG02132	haplotype2-0000250	HG02132_chrY_random0000250	0	auto
HG02132	HG02132	haplotype2-0000258	HG02132_chrY_random0000258	0	auto
HG02132	HG02132	haplotype2-0000259	HG02132_chrY_random0000259	0	auto
HG02132	HG02132	haplotype2-0000260	HG02132_chrY_random0000260	0	auto
HG02132	HG02132	haplotype2-0000262	HG02132_chrY_random0000262	0	auto
HG02132	HG02132	haplotype2-0000310	HG02132_chrY_random0000310	0	auto
HG02132	HG02132	haplotype2-0000313	HG02132_chrY_random0000313	0	auto
HG02132	HG02132	haplotype2-0000314	HG02132_chrY_random0000314	0	auto
HG02132	HG02132	haplotype2-0000316	HG02132_chrY_random0000316	0	auto
HG02132	HG02132	haplotype2-0000318	HG02132_chrY_random0000318	0	auto
HG02132	HG02132	haplotype2-0000350	HG02132_chrY_random0000350	0	auto
HG02132	HG02132	haplotype2-0000353	HG02132_chrY_random0000353	0	auto
HG02132	HG02132	unassigned-0000478	HG02132_chrY_random0000478	0	auto
HG02132	HG02132	unassigned-0000479	HG02132_chrY_random0000479	0	auto
HG02132	HG02132	unassigned-0000584	HG02132_chrY_random0000584	0	auto
HG02132	HG02132	unassigned-0000766	HG02132_chrY_random0000766	0	auto
HG02132	HG02132	unassigned-0000767	HG02132_chrY_random0000767	0	auto
HG02132	HG02132	unassigned-0000779	HG02132_chrY_random0000779	0	auto
HG02132	HG02132	unassigned-0000780	HG02132_chrY_random0000780	0	auto
HG02132	HG02132	unassigned-0000818	HG02132_chrY_random0000818	0	auto
HG02135	HG02135	chrY_pat-0000670	HG02135_chrY	1	auto
HG02135	HG02135	pat-0000980	HG02135_chrY_random0000980	0	auto
HG02145	HG02145	haplotype1-0000075	HG02145_chrY	1	auto
HG02145	HG02145	chrY_haplotype1-0000002	HG02145_chrY	1	auto
HG02145	HG02145	chrY_haplotype1-0000157	HG02145_chrY	1	auto
HG02145	HG02145	chrY_haplotype1-0000004	HG02145_chrY	1	auto
HG02145	HG02145	chrY_haplotype1-0000024	HG02145_chrY	1	auto
HG02145	HG02145	chrY_haplotype2-0000213	HG02145_chrY	-1	auto
HG02145	HG02145	haplotype1-0000061	HG02145_chrY_random0000061	0	auto
HG02145	HG02145	haplotype2-0000220	HG02145_chrY_random0000220	0	auto
HG02145	HG02145	haplotype2-0000221	HG02145_chrY_random0000221	0	auto
HG02145	HG02145	haplotype2-0000237	HG02145_chrY_random0000237	0	auto
HG02145	HG02145	haplotype2-0000255	HG02145_chrY_random0000255	0	auto
HG02145	HG02145	haplotype2-0000258	HG02145_chrY_random0000258	0	auto
HG02145	HG02145	haplotype2-0000265	HG02145_chrY_random0000265	0	auto
HG02145	HG02145	haplotype2-0000295	HG02145_chrY_random0000295	0	auto
HG02145	HG02145	haplotype2-0000306	HG02145_chrY_random0000306	0	auto
HG02145	HG02145	haplotype2-0000307	HG02145_chrY_random0000307	0	auto
HG02145	HG02145	haplotype2-0000310	HG02145_chrY_random0000310	0	auto
HG02145	HG02145	haplotype2-0000419	HG02145_chrY_random0000419	0	auto
HG02145	HG02145	haplotype2-0000426	HG02145_chrY_random0000426	0	auto
HG02145	HG02145	haplotype2-0000443	HG02145_chrY_random0000443	0	auto
HG02145	HG02145	unassigned-0000522	HG02145_chrY_random0000522	0	auto
HG02145	HG02145	unassigned-0000558	HG02145_chrY_random0000558	0	auto
HG02145	HG02145	unassigned-0000560	HG02145_chrY_random0000560	0	auto
HG02145	HG02145	unassigned-0000561	HG02145_chrY_random0000561	0	auto
HG02145	HG02145	unassigned-0001435	HG02145_chrY_random0001435	0	auto
HG02145	HG02145	unassigned-0001436	HG02145_chrY_random0001436	0	auto
HG02145	HG02145	unassigned-0001444	HG02145_chrY_random0001444	0	auto
HG02145	HG02145	unassigned-0001485	HG02145_chrY_random0001485	0	auto
HG02145	HG02145	unassigned-0001487	HG02145_chrY_random0001487	0	auto
HG02145	HG02145	unassigned-0001489	HG02145_chrY_random0001489	0	auto
HG02145	HG02145	unassigned-0001497	HG02145_chrY_random0001497	0	auto
HG02145	HG02145	unassigned-0001505	HG02145_chrY_random0001505	0	auto
HG02145	HG02145	unassigned-0001512	HG02145_chrY_random0001512	0	auto
HG02145	HG02145	unassigned-0001516	HG02145_chrY_random0001516	0	auto
HG02145	HG02145	unassigned-0001735	HG02145_chrY_random0001735	0	auto
HG02145	HG02145	unassigned-0001740	HG02145_chrY_random0001740	0	auto
HG02258	HG02258	chrY_haplotype1-0000016	HG02258_chrY	1	auto
HG02258	HG02258	haplotype1-0000057	HG02258_chrY_random0000057	0	auto
HG02258	HG02258	haplotype1-0000058	HG02258_chrY_random0000058	0	auto
HG02258	HG02258	haplotype1-0000059	HG02258_chrY_random0000059	0	auto
HG02258	HG02258	haplotype1-0000061	HG02258_chrY_random0000061	0	auto
HG02258	HG02258	haplotype1-0000062	HG02258_chrY_random0000062	0	auto
HG02391	HG02391	chrY_haplotype1-0000014	HG02391_chrY	1	auto
HG02391	HG02391	haplotype2-0000093	HG02391_chrY_random0000093	0	auto
HG02392	HG02392	chrY_haplotype1-0000002	HG02392_chrY	1	auto
HG02486	HG02486	pat-0000295	HG02486_chrY	1	manual
HG02514	HG02514	haplotype1-0000011	HG02514_chrY	-1	manual
HG02572	HG02572	chrY_haplotype1-0000021	HG02572_chrY	1	auto
HG02602	HG02602	chrY_pat-0000505	HG02602_chrY	1	auto
HG02602	HG02602	chrY_pat-0000506	HG02602_chrY	-1	auto
HG02602	HG02602	pat-0000577	HG02602_chrY_random0000577	0	auto
HG02602	HG02602	pat-0000578	HG02602_chrY_random0000578	0	auto
HG02602	HG02602	pat-0000579	HG02602_chrY_random0000579	0	auto
HG02602	HG02602	pat-0000581	HG02602_chrY_random0000581	0	auto
HG02602	HG02602	pat-0000582	HG02602_chrY_random0000582	0	auto
HG02602	HG02602	pat-0000668	HG02602_chrY_random0000668	0	auto
HG02602	HG02602	pat-0000669	HG02602_chrY_random0000669	0	auto
HG02602	HG02602	pat-0000674	HG02602_chrY_random0000674	0	auto
HG02602	HG02602	pat-0000675	HG02602_chrY_random0000675	0	auto
HG02602	HG02602	pat-0000676	HG02602_chrY_random0000676	0	auto
HG02602	HG02602	pat-0000677	HG02602_chrY_random0000677	0	auto
HG02602	HG02602	pat-0000678	HG02602_chrY_random0000678	0	auto
HG02602	HG02602	pat-0000679	HG02602_chrY_random0000679	0	auto
HG02647	HG02647	chrY_pat-0000655	HG02647_chrY	-1	auto
HG02647	HG02647	pat-0000803	HG02647_chrY_random0000803	0	auto
HG02647	HG02647	pat-0000804	HG02647_chrY_random0000804	0	auto
HG02668	HG02668	chrY_pat-0000504	HG02668_chrY	-1	auto
HG02668	HG02668	chrY_pat-0000487	HG02668_chrY	1	auto
HG02668	HG02668	pat-0000513	HG02668_chrY_random0000513	0	auto
HG02668	HG02668	pat-0000514	HG02668_chrY_random0000514	0	auto
HG02668	HG02668	pat-0000725	HG02668_chrY_random0000725	0	auto
HG02668	HG02668	pat-0000778	HG02668_chrY_random0000778	0	auto
HG02668	HG02668	pat-0000816	HG02668_chrY_random0000816	0	auto
HG02668	HG02668	pat-0000817	HG02668_chrY_random0000817	0	auto
HG02668	HG02668	pat-0000818	HG02668_chrY_random0000818	0	auto
HG02668	HG02668	pat-0000819	HG02668_chrY_random0000819	0	auto
HG02668	HG02668	pat-0000821	HG02668_chrY_random0000821	0	auto
HG02698	HG02698	chrY_haplotype1-0000017	HG02698_chrY	1	auto
HG02698	HG02698	unassigned-0000246	HG02698_chrY_random0000246	0	auto
HG02698	HG02698	unassigned-0000247	HG02698_chrY_random0000247	0	auto
HG02698	HG02698	unassigned-0000248	HG02698_chrY_random0000248	0	auto
HG02698	HG02698	unassigned-0000557	HG02698_chrY_random0000557	0	auto
HG02717	HG02717	chrY_mat-0000024	HG02717_chrY	1	auto
HG02735	HG02735	chrY_haplotype1-0000003	HG02735_chrY	1	auto
HG02735	HG02735	haplotype2-0000060	HG02735_chrY_random0000060	0	auto
HG02735	HG02735	unassigned-0000366	HG02735_chrY_random0000366	0	auto
HG02735	HG02735	unassigned-0001257	HG02735_chrY_random0001257	0	auto
HG02735	HG02735	unassigned-0001258	HG02735_chrY_random0001258	0	auto
HG02738	HG02738	chrY_pat-0000697	HG02738_chrY	1	auto
HG02965	HG02965	chrY_haplotype1-0000013	HG02965_chrY	1	auto
HG02965	HG02965	chrY_haplotype2-0000167	HG02965_chrY	1	auto
HG02965	HG02965	haplotype1-0000025	HG02965_chrY_random0000025	0	auto
HG02965	HG02965	haplotype1-0000035	HG02965_chrY_random0000035	0	auto
HG02965	HG02965	haplotype1-0000072	HG02965_chrY_random0000072	0	auto
HG02965	HG02965	haplotype1-0000073	HG02965_chrY_random0000073	0	auto
HG02965	HG02965	haplotype1-0000074	HG02965_chrY_random0000074	0	auto
HG02965	HG02965	haplotype1-0000077	HG02965_chrY_random0000077	0	auto
HG02965	HG02965	haplotype2-0000162	HG02965_chrY_random0000162	0	auto
HG02965	HG02965	haplotype2-0000181	HG02965_chrY_random0000181	0	auto
HG02965	HG02965	unassigned-0000228	HG02965_chrY_random0000228	0	auto
HG02965	HG02965	unassigned-0000385	HG02965_chrY_random0000385	0	auto
HG02965	HG02965	unassigned-0000386	HG02965_chrY_random0000386	0	auto
HG02965	HG02965	unassigned-0000390	HG02965_chrY_random0000390	0	auto
HG02965	HG02965	unassigned-0000393	HG02965_chrY_random0000393	0	auto
HG02965	HG02965	unassigned-0000403	HG02965_chrY_random0000403	0	auto
HG02965	HG02965	unassigned-0000530	HG02965_chrY_random0000530	0	auto
HG02965	HG02965	unassigned-0000531	HG02965_chrY_random0000531	0	auto
HG02965	HG02965	unassigned-0000557	HG02965_chrY_random0000557	0	auto
HG02965	HG02965	unassigned-0000558	HG02965_chrY_random0000558	0	auto
HG02965	HG02965	unassigned-0000559	HG02965_chrY_random0000559	0	auto
HG02965	HG02965	unassigned-0000625	HG02965_chrY_random0000625	0	auto
HG02965	HG02965	unassigned-0000626	HG02965_chrY_random0000626	0	auto
HG02965	HG02965	unassigned-0000627	HG02965_chrY_random0000627	0	auto
HG02965	HG02965	unassigned-0000628	HG02965_chrY_random0000628	0	auto
HG02965	HG02965	unassigned-0000629	HG02965_chrY_random0000629	0	auto
HG02984	HG02984	chrY_haplotype1-0000013	HG02984_chrY	-1	auto
HG02984	HG02984	haplotype2-0000151	HG02984_chrY_random0000151	0	auto
HG02984	HG02984	haplotype2-0000152	HG02984_chrY_random0000152	0	auto
HG02984	HG02984	haplotype2-0000186	HG02984_chrY_random0000186	0	auto
HG02984	HG02984	haplotype2-0000188	HG02984_chrY_random0000188	0	auto
HG02984	HG02984	haplotype2-0000189	HG02984_chrY_random0000189	0	auto
HG02984	HG02984	haplotype2-0000190	HG02984_chrY_random0000190	0	auto
HG02984	HG02984	haplotype2-0000191	HG02984_chrY_random0000191	0	auto
HG02984	HG02984	haplotype2-0000203	HG02984_chrY_random0000203	0	auto
HG02984	HG02984	haplotype2-0000206	HG02984_chrY_random0000206	0	auto
HG03017	HG03017	chrY_haplotype1-0000011	HG03017_chrY	-1	auto
HG03050	HG03050	chrY_pat-0000469	HG03050_chrY	1	auto
HG03050	HG03050	pat-0000537	HG03050_chrY_random0000537	0	auto
HG03098	HG03098	chrY_haplotype1-0000004	HG03098_chrY	1	auto
HG03098	HG03098	chrY_haplotype1-0000006	HG03098_chrY	1	auto
HG03098	HG03098	haplotype1-0000029	HG03098_chrY_random0000029	0	auto
HG03098	HG03098	haplotype1-0000031	HG03098_chrY_random0000031	0	auto
HG03098	HG03098	haplotype1-0000033	HG03098_chrY_random0000033	0	auto
HG03098	HG03098	haplotype1-0000034	HG03098_chrY_random0000034	0	auto
HG03098	HG03098	haplotype1-0000035	HG03098_chrY_random0000035	0	auto
HG03098	HG03098	haplotype1-0000036	HG03098_chrY_random0000036	0	auto
HG03098	HG03098	haplotype1-0000037	HG03098_chrY_random0000037	0	auto
HG03098	HG03098	haplotype1-0000038	HG03098_chrY_random0000038	0	auto
HG03098	HG03098	haplotype1-0000039	HG03098_chrY_random0000039	0	auto
HG03098	HG03098	haplotype1-0000040	HG03098_chrY_random0000040	0	auto
HG03098	HG03098	haplotype1-0000041	HG03098_chrY_random0000041	0	auto
HG03098	HG03098	haplotype1-0000042	HG03098_chrY_random0000042	0	auto
HG03098	HG03098	haplotype1-0000043	HG03098_chrY_random0000043	0	auto
HG03098	HG03098	haplotype1-0000044	HG03098_chrY_random0000044	0	auto
HG03098	HG03098	haplotype1-0000045	HG03098_chrY_random0000045	0	auto
HG03098	HG03098	haplotype1-0000046	HG03098_chrY_random0000046	0	auto
HG03098	HG03098	haplotype1-0000047	HG03098_chrY_random0000047	0	auto
HG03098	HG03098	haplotype1-0000048	HG03098_chrY_random0000048	0	auto
HG03098	HG03098	haplotype1-0000049	HG03098_chrY_random0000049	0	auto
HG03098	HG03098	haplotype1-0000050	HG03098_chrY_random0000050	0	auto
HG03098	HG03098	haplotype1-0000051	HG03098_chrY_random0000051	0	auto
HG03098	HG03098	haplotype1-0000055	HG03098_chrY_random0000055	0	auto
HG03098	HG03098	haplotype1-0000056	HG03098_chrY_random0000056	0	auto
HG03098	HG03098	haplotype1-0000058	HG03098_chrY_random0000058	0	auto
HG03098	HG03098	haplotype1-0000059	HG03098_chrY_random0000059	0	auto
HG03098	HG03098	haplotype1-0000060	HG03098_chrY_random0000060	0	auto
HG03098	HG03098	haplotype1-0000062	HG03098_chrY_random0000062	0	auto
HG03098	HG03098	haplotype1-0000063	HG03098_chrY_random0000063	0	auto
HG03098	HG03098	haplotype1-0000064	HG03098_chrY_random0000064	0	auto
HG03098	HG03098	haplotype1-0000068	HG03098_chrY_random0000068	0	auto
HG03098	HG03098	haplotype1-0000069	HG03098_chrY_random0000069	0	auto
HG03098	HG03098	haplotype1-0000070	HG03098_chrY_random0000070	0	auto
HG03098	HG03098	haplotype1-0000071	HG03098_chrY_random0000071	0	auto
HG03098	HG03098	haplotype1-0000072	HG03098_chrY_random0000072	0	auto
HG03098	HG03098	haplotype1-0000083	HG03098_chrY_random0000083	0	auto
HG03098	HG03098	haplotype2-0000091	HG03098_chrY_random0000091	0	auto
HG03130	HG03130	chrY_haplotype1-0000006	HG03130_chrY	1	auto
HG03130	HG03130	chrY_haplotype2-0000110	HG03130_chrY	1	auto
HG03130	HG03130	haplotype1-0000005	HG03130_chrY_random0000005	0	auto
HG03130	HG03130	haplotype1-0000027	HG03130_chrY_random0000027	0	auto
HG03130	HG03130	haplotype2-0000124	HG03130_chrY_random0000124	0	auto
HG03130	HG03130	haplotype2-0000125	HG03130_chrY_random0000125	0	auto
HG03130	HG03130	haplotype2-0000134	HG03130_chrY_random0000134	0	auto
HG03130	HG03130	unassigned-0000514	HG03130_chrY_random0000514	0	auto
HG03130	HG03130	unassigned-0000516	HG03130_chrY_random0000516	0	auto
HG03130	HG03130	unassigned-0000517	HG03130_chrY_random0000517	0	auto
HG03130	HG03130	unassigned-0000520	HG03130_chrY_random0000520	0	auto
HG03130	HG03130	unassigned-0000521	HG03130_chrY_random0000521	0	auto
HG03130	HG03130	unassigned-0000556	HG03130_chrY_random0000556	0	auto
HG03130	HG03130	unassigned-0000557	HG03130_chrY_random0000557	0	auto
HG03130	HG03130	unassigned-0000558	HG03130_chrY_random0000558	0	auto
HG03130	HG03130	unassigned-0000574	HG03130_chrY_random0000574	0	auto
HG03130	HG03130	unassigned-0000861	HG03130_chrY_random0000861	0	auto
HG03130	HG03130	unassigned-0000862	HG03130_chrY_random0000862	0	auto
HG03130	HG03130	unassigned-0000863	HG03130_chrY_random0000863	0	auto
HG03130	HG03130	unassigned-0000864	HG03130_chrY_random0000864	0	auto
HG03130	HG03130	unassigned-0000964	HG03130_chrY_random0000964	0	auto
HG03130	HG03130	unassigned-0000966	HG03130_chrY_random0000966	0	auto
HG03130	HG03130	unassigned-0000967	HG03130_chrY_random0000967	0	auto
HG03139	HG03139	haplotype1-0000013	HG03139_chrY	-1	manual
HG03209	HG03209	chrY_haplotype1-0000002	HG03209_chrY	1	auto
HG03209	HG03209	haplotype1-0000008	HG03209_chrY_random0000008	0	auto
HG03209	HG03209	haplotype2-0000194	HG03209_chrY_random0000194	0	auto
HG03209	HG03209	haplotype2-0000215	HG03209_chrY_random0000215	0	auto
HG03209	HG03209	haplotype2-0000216	HG03209_chrY_random0000216	0	auto
HG03209	HG03209	haplotype2-0000232	HG03209_chrY_random0000232	0	auto
HG03209	HG03209	haplotype2-0000247	HG03209_chrY_random0000247	0	auto
HG03209	HG03209	haplotype2-0000248	HG03209_chrY_random0000248	0	auto
HG03209	HG03209	haplotype2-0000249	HG03209_chrY_random0000249	0	auto
HG03209	HG03209	unassigned-0000300	HG03209_chrY_random0000300	0	auto
HG03225	HG03225	chrY_haplotype1-0000015	HG03225_chrY	-1	auto
HG03471	HG03471	chrY_haplotype1-0000006	HG03471_chrY	1	auto
HG03492	HG03492	chrY_pat-0000829	HG03492_chrY	-1	auto
HG03492	HG03492	chrY_pat-0000828	HG03492_chrY	1	auto
HG03492	HG03492	pat-0000921	HG03492_chrY_random0000921	0	auto
HG03521	HG03521	chrY_haplotype1-0000022	HG03521_chrY	1	auto
HG03521	HG03521	haplotype2-0000125	HG03521_chrY_random0000125	0	auto
HG03521	HG03521	haplotype2-0000188	HG03521_chrY_random0000188	0	auto
HG03521	HG03521	haplotype2-0000192	HG03521_chrY_random0000192	0	auto
HG03521	HG03521	haplotype2-0000193	HG03521_chrY_random0000193	0	auto
HG03521	HG03521	haplotype2-0000198	HG03521_chrY_random0000198	0	auto
HG03521	HG03521	haplotype2-0000199	HG03521_chrY_random0000199	0	auto
HG03521	HG03521	haplotype2-0000200	HG03521_chrY_random0000200	0	auto
HG03521	HG03521	haplotype2-0000201	HG03521_chrY_random0000201	0	auto
HG03521	HG03521	haplotype2-0000202	HG03521_chrY_random0000202	0	auto
HG03579	HG03579	chrY_haplotype1-0000023	HG03579_chrY	1	auto
HG03654	HG03654	chrY_haplotype1-0000012	HG03654_chrY	1	auto
HG03654	HG03654	haplotype2-0000103	HG03654_chrY_random0000103	0	auto
HG03654	HG03654	haplotype2-0000104	HG03654_chrY_random0000104	0	auto
HG03654	HG03654	haplotype2-0000105	HG03654_chrY_random0000105	0	auto
HG03654	HG03654	haplotype2-0000131	HG03654_chrY_random0000131	0	auto
HG03654	HG03654	haplotype2-0000202	HG03654_chrY_random0000202	0	auto
HG03654	HG03654	haplotype2-0000203	HG03654_chrY_random0000203	0	auto
HG03654	HG03654	haplotype2-0000204	HG03654_chrY_random0000204	0	auto
HG03688	HG03688	haplotype1-0000013	HG03688_chrY	1	manual
HG03710	HG03710	chrY_haplotype1-0000009	HG03710_chrY	1	auto
HG03710	HG03710	haplotype2-0000095	HG03710_chrY_random0000095	0	auto
HG03710	HG03710	haplotype2-0000100	HG03710_chrY_random0000100	0	auto
HG03710	HG03710	haplotype2-0000101	HG03710_chrY_random0000101	0	auto
HG03710	HG03710	haplotype2-0000102	HG03710_chrY_random0000102	0	auto
HG03710	HG03710	haplotype2-0000103	HG03710_chrY_random0000103	0	auto
HG03710	HG03710	haplotype2-0000104	HG03710_chrY_random0000104	0	auto
HG03742	HG03742	chrY_haplotype1-0000022	HG03742_chrY	1	auto
HG03742	HG03742	haplotype2-0000092	HG03742_chrY_random0000092	0	auto
HG03742	HG03742	haplotype2-0000093	HG03742_chrY_random0000093	0	auto
HG03742	HG03742	haplotype2-0000108	HG03742_chrY_random0000108	0	auto
HG03742	HG03742	haplotype2-0000109	HG03742_chrY_random0000109	0	auto
HG03742	HG03742	haplotype2-0000115	HG03742_chrY_random0000115	0	auto
HG03742	HG03742	haplotype2-0000116	HG03742_chrY_random0000116	0	auto
HG03742	HG03742	haplotype2-0000117	HG03742_chrY_random0000117	0	auto
HG03742	HG03742	haplotype2-0000122	HG03742_chrY_random0000122	0	auto
HG03742	HG03742	haplotype2-0000142	HG03742_chrY_random0000142	0	auto
HG03742	HG03742	haplotype2-0000143	HG03742_chrY_random0000143	0	auto
HG03742	HG03742	haplotype2-0000144	HG03742_chrY_random0000144	0	auto
HG03742	HG03742	haplotype2-0000146	HG03742_chrY_random0000146	0	auto
HG03742	HG03742	haplotype2-0000147	HG03742_chrY_random0000147	0	auto
HG03742	HG03742	haplotype2-0000148	HG03742_chrY_random0000148	0	auto
HG03942	HG03942	chrY_pat-0000811	HG03942_chrY	-1	auto
HG03942	HG03942	chrY_pat-0000813	HG03942_chrY	1	auto
HG03942	HG03942	pat-0000808	HG03942_chrY_random0000808	0	auto
HG03942	HG03942	pat-0000809	HG03942_chrY_random0000809	0	auto
HG03942	HG03942	pat-0000810	HG03942_chrY_random0000810	0	auto
HG03942	HG03942	pat-0000909	HG03942_chrY_random0000909	0	auto
HG04115	HG04115	chrY_pat-0001036	HG04115_chrY	1	auto
HG04115	HG04115	pat-0001064	HG04115_chrY_random0001064	0	auto
HG04115	HG04115	pat-0001065	HG04115_chrY_random0001065	0	auto
HG04115	HG04115	pat-0001066	HG04115_chrY_random0001066	0	auto
HG04115	HG04115	pat-0001067	HG04115_chrY_random0001067	0	auto
HG04115	HG04115	pat-0001069	HG04115_chrY_random0001069	0	auto
HG04115	HG04115	pat-0001070	HG04115_chrY_random0001070	0	auto
HG04115	HG04115	pat-0001103	HG04115_chrY_random0001103	0	auto
HG04115	HG04115	pat-0001133	HG04115_chrY_random0001133	0	auto
HG04115	HG04115	pat-0001134	HG04115_chrY_random0001134	0	auto
HG04115	HG04115	pat-0001147	HG04115_chrY_random0001147	0	auto
HG04115	HG04115	pat-0001148	HG04115_chrY_random0001148	0	auto
HG04115	HG04115	pat-0001149	HG04115_chrY_random0001149	0	auto
HG04115	HG04115	pat-0001150	HG04115_chrY_random0001150	0	auto
HG04115	HG04115	pat-0001152	HG04115_chrY_random0001152	0	auto
HG04115	HG04115	pat-0001157	HG04115_chrY_random0001157	0	auto
HG04115	HG04115	pat-0001206	HG04115_chrY_random0001206	0	auto
HG04115	HG04115	pat-0001207	HG04115_chrY_random0001207	0	auto
HG04115	HG04115	pat-0001208	HG04115_chrY_random0001208	0	auto
HG04115	HG04115	pat-0001209	HG04115_chrY_random0001209	0	auto
HG04115	HG04115	pat-0001210	HG04115_chrY_random0001210	0	auto
HG04115	HG04115	pat-0001211	HG04115_chrY_random0001211	0	auto
HG04115	HG04115	pat-0001217	HG04115_chrY_random0001217	0	auto
HG04115	HG04115	pat-0001219	HG04115_chrY_random0001219	0	auto
HG04115	HG04115	pat-0001221	HG04115_chrY_random0001221	0	auto
HG04115	HG04115	pat-0001222	HG04115_chrY_random0001222	0	auto
HG04115	HG04115	pat-0001224	HG04115_chrY_random0001224	0	auto
HG04157	HG04157	chrY_haplotype1-0000029	HG04157_chrY	1	auto
HG04157	HG04157	chrY_haplotype1-0000023	HG04157_chrY	1	auto
HG04157	HG04157	chrY_haplotype2-0000084	HG04157_chrY	1	auto
HG04157	HG04157	haplotype2-0000083	HG04157_chrY_random0000083	0	auto
HG04157	HG04157	haplotype2-0000143	HG04157_chrY_random0000143	0	auto
HG04157	HG04157	haplotype2-0000150	HG04157_chrY_random0000150	0	auto
HG04157	HG04157	haplotype2-0000167	HG04157_chrY_random0000167	0	auto
HG04157	HG04157	haplotype2-0000168	HG04157_chrY_random0000168	0	auto
HG04157	HG04157	unassigned-0000769	HG04157_chrY_random0000769	0	auto
HG04157	HG04157	unassigned-0000801	HG04157_chrY_random0000801	0	auto
HG04157	HG04157	unassigned-0000802	HG04157_chrY_random0000802	0	auto
HG04157	HG04157	unassigned-0000821	HG04157_chrY_random0000821	0	auto
HG04157	HG04157	unassigned-0000822	HG04157_chrY_random0000822	0	auto
HG04160	HG04160	chrY_haplotype1-0000022	HG04160_chrY	1	auto
HG04160	HG04160	haplotype1-0000015	HG04160_chrY_random0000015	0	auto
HG04160	HG04160	haplotype2-0000188	HG04160_chrY_random0000188	0	auto
HG04187	HG04187	pat-0000905	HG04187_chrY	1	manual
HG04187	HG04187	pat-0000897	HG04187_chrY_random0000897	0	manual
HG04187	HG04187	pat-0000911	HG04187_chrY_random0000911	0	manual
HG04187	HG04187	pat-0000912	HG04187_chrY_random0000912	0	manual
HG04187	HG04187	pat-0001046	HG04187_chrY_random0001046	0	manual
HG04187	HG04187	pat-0001047	HG04187_chrY_random0001047	0	manual
HG04199	HG04199	chrY_haplotype1-0000001	HG04199_chrY	1	auto
HG04199	HG04199	haplotype2-0000138	HG04199_chrY_random0000138	0	auto
HG04199	HG04199	haplotype2-0000139	HG04199_chrY_random0000139	0	auto
HG04199	HG04199	haplotype2-0000140	HG04199_chrY_random0000140	0	auto
HG04204	HG04204	chrY_haplotype1-0000022	HG04204_chrY	1	auto
HG04204	HG04204	haplotype1-0000146	HG04204_chrY_random0000146	0	auto
HG04204	HG04204	haplotype1-0000147	HG04204_chrY_random0000147	0	auto
HG04204	HG04204	haplotype1-0000148	HG04204_chrY_random0000148	0	auto
HG04228	HG04228	chrY_haplotype1-0000011	HG04228_chrY	1	auto
NA18522	NA18522	chrY_haplotype1-0000020	NA18522_chrY	1	auto
NA18608	NA18608	haplotype1-0000026	NA18608_chrY	1	manual
NA18612	NA18612	chrY_haplotype2-0000088	NA18612_chrY	-1	auto
NA18612	NA18612	chrY_haplotype1-0000005	NA18612_chrY	1	auto
NA18612	NA18612	haplotype2-0000257	NA18612_chrY_random0000257	0	auto
NA18612	NA18612	haplotype2-0000259	NA18612_chrY_random0000259	0	auto
NA18612	NA18612	haplotype2-0000260	NA18612_chrY_random0000260	0	auto
NA18612	NA18612	haplotype2-0000276	NA18612_chrY_random0000276	0	auto
NA18612	NA18612	haplotype2-0000278	NA18612_chrY_random0000278	0	auto
NA18620	NA18620	chrY_haplotype1-0000001	NA18620_chrY	1	auto
NA18620	NA18620	chrY_unassigned-0000173	NA18620_chrY	1	auto
NA18620	NA18620	haplotype1-0000007	NA18620_chrY_random0000007	0	auto
NA18620	NA18620	haplotype1-0000008	NA18620_chrY_random0000008	0	auto
NA18620	NA18620	haplotype1-0000010	NA18620_chrY_random0000010	0	auto
NA18620	NA18620	haplotype1-0000033	NA18620_chrY_random0000033	0	auto
NA18620	NA18620	haplotype2-0000053	NA18620_chrY_random0000053	0	auto
NA18620	NA18620	haplotype2-0000054	NA18620_chrY_random0000054	0	auto
NA18620	NA18620	haplotype2-0000055	NA18620_chrY_random0000055	0	auto
NA18620	NA18620	unassigned-0000174	NA18620_chrY_random0000174	0	auto
NA18620	NA18620	unassigned-0000175	NA18620_chrY_random0000175	0	auto
NA18620	NA18620	unassigned-0000278	NA18620_chrY_random0000278	0	auto
NA18620	NA18620	unassigned-0000280	NA18620_chrY_random0000280	0	auto
NA18620	NA18620	unassigned-0000544	NA18620_chrY_random0000544	0	auto
NA18620	NA18620	unassigned-0000754	NA18620_chrY_random0000754	0	auto
NA18620	NA18620	unassigned-0000778	NA18620_chrY_random0000778	0	auto
NA18620	NA18620	unassigned-0000779	NA18620_chrY_random0000779	0	auto
NA18620	NA18620	unassigned-0000780	NA18620_chrY_random0000780	0	auto
NA18620	NA18620	unassigned-0000781	NA18620_chrY_random0000781	0	auto
NA18747	NA18747	chrY_haplotype1-0000010	NA18747_chrY	1	auto
