sample	alias	old_name	new_name	orient	proc_status	idx	categ	ours_idx
HG02015	HG02015	unassigned-0000683	HG02015_chrY_random0000683	0	auto	311	no-match	-1
HG02015	HG02015	unassigned-0000684	HG02015_chrY_random0000684	0	auto	312	no-match	-1
HG02015	HG02015	unassigned-0000692	HG02015_chrY_random0000692	0	auto	313	no-match	-1
HG02015	HG02015	unassigned-0000693	HG02015_chrY_random0000693	0	auto	314	no-match	-1
HG02015	HG02015	unassigned-0000694	HG02015_chrY_random0000694	0	auto	315	no-match	-1
HG02015	HG02015	unassigned-0000695	HG02015_chrY_random0000695	0	auto	316	no-match	-1
HG02015	HG02015	unassigned-0000698	HG02015_chrY_random0000698	0	auto	317	no-match	-1
HG02015	HG02015	unassigned-0000699	HG02015_chrY_random0000699	0	auto	318	no-match	-1
HG02015	HG02015	unassigned-0000706	HG02015_chrY_random0000706	0	auto	319	no-match	-1
HG02015	HG02015	unassigned-0000731	HG02015_chrY_random0000731	0	auto	320	no-match	-1
HG02015	HG02015	unassigned-0000732	HG02015_chrY_random0000732	0	auto	321	no-match	-1
HG02015	HG02015	unassigned-0000749	HG02015_chrY_random0000749	0	auto	322	no-match	-1
HG02015	HG02015	unassigned-0000751	HG02015_chrY_random0000751	0	auto	323	no-match	-1
HG02015	HG02015	unassigned-0000852	HG02015_chrY_random0000852	0	auto	324	no-match	-1
HG02015	HG02015	unassigned-0001230	HG02015_chrY_random0001230	0	auto	325	no-match	-1
HG02015	HG02015	unassigned-0001231	HG02015_chrY_random0001231	0	auto	326	no-match	-1
HG02015	HG02015	unassigned-0001243	HG02015_chrY_random0001243	0	auto	327	no-match	-1
HG02015	HG02015	unassigned-0001244	HG02015_chrY_random0001244	0	auto	328	no-match	-1
HG02015	HG02015	unassigned-0001245	HG02015_chrY_random0001245	0	auto	329	no-match	-1
HG02015	HG02015	unassigned-0001246	HG02015_chrY_random0001246	0	auto	330	no-match	-1
HG02015	HG02015	unassigned-0001247	HG02015_chrY_random0001247	0	auto	331	no-match	-1
HG02027	HG02027	chrY_pat-0000390	HG02027_chrY	1	auto	332	match	2995
HG02027	HG02027	pat-0000474	HG02027_chrY_random0000474	0	auto	333	match	298
HG02040	HG02040	chrY_haplotype1-0000017	HG02040_chrY	-1	auto	334	match	279
HG02040	HG02040	haplotype2-0000126	HG02040_chrY_random0000126	0	auto	335	match	441
HG02055	HG02055	chrY_pat-0000629	HG02055_chrY	1	auto	336	match	1714
HG02055	HG02055	chrY_pat-0000631	HG02055_chrY	1	auto	337	match	3559
HG02055	HG02055	pat-0000876	HG02055_chrY_random0000876	0	auto	338	match	278
HG02056	HG02056	chrY_pat-0000451	HG02056_chrY	1	auto	339	match	3587
HG02071	HG02071	chrY_pat-0000661	HG02071_chrY	-1	auto	340	match	2097
HG02071	HG02071	pat-0000786	HG02071_chrY_random0000786	0	auto	341	match	1898
HG02071	HG02071	pat-0000787	HG02071_chrY_random0000787	0	auto	342	match	404
HG02071	HG02071	pat-0000788	HG02071_chrY_random0000788	0	auto	343	match	456
HG02071	HG02071	pat-0000945	HG02071_chrY_random0000945	0	auto	344	match	1717
HG02071	HG02071	pat-0000947	HG02071_chrY_random0000947	0	auto	345	match	755
HG02071	HG02071	pat-0000997	HG02071_chrY_random0000997	0	auto	346	match	1250
HG02071	HG02071	pat-0001039	HG02071_chrY_random0001039	0	auto	347	match	169
HG02071	HG02071	pat-0001043	HG02071_chrY_random0001043	0	auto	348	match	151
HG02071	HG02071	pat-0001045	HG02071_chrY_random0001045	0	auto	349	match	1284
HG02071	HG02071	pat-0001046	HG02071_chrY_random0001046	0	auto	350	match	1738
HG02074	HG02074	chrY_pat-0000739	HG02074_chrY	-1	auto	351	match	215
HG02074	HG02074	pat-0001012	HG02074_chrY_random0001012	0	auto	352	match	712
HG02083	HG02083	chrY_pat-0000362	HG02083_chrY	1	auto	353	match	3198
HG02083	HG02083	pat-0000391	HG02083_chrY_random0000391	0	auto	354	match	1362
HG02083	HG02083	pat-0000528	HG02083_chrY_random0000528	0	auto	355	match	3453
HG02083	HG02083	pat-0000529	HG02083_chrY_random0000529	0	auto	356	match	250
HG02083	HG02083	pat-0000530	HG02083_chrY_random0000530	0	auto	357	match	741
HG02083	HG02083	pat-0000531	HG02083_chrY_random0000531	0	auto	358	match	1329
HG02083	HG02083	pat-0000532	HG02083_chrY_random0000532	0	auto	359	match	2234
HG02083	HG02083	pat-0000534	HG02083_chrY_random0000534	0	auto	360	match	985
HG02083	HG02083	pat-0000535	HG02083_chrY_random0000535	0	auto	361	match	1337
HG02083	HG02083	pat-0000536	HG02083_chrY_random0000536	0	auto	362	match	504
HG02083	HG02083	pat-0000537	HG02083_chrY_random0000537	0	auto	363	match	350
HG02083	HG02083	pat-0000539	HG02083_chrY_random0000539	0	auto	364	match	1782
HG02083	HG02083	pat-0000540	HG02083_chrY_random0000540	0	auto	365	match	782
HG02129	HG02129	chrY_haplotype1-0000005	HG02129_chrY	1	auto	366	match	1479
HG02129	HG02129	chrY_haplotype2-0000101	HG02129_chrY	1	auto	367	match	2946
HG02129	HG02129	haplotype1-0000024	HG02129_chrY_random0000024	0	auto	368	match	2641
HG02132	HG02132	chrY_haplotype2-0000165	HG02132_chrY	1	auto	369	match	2109
HG02132	HG02132	chrY_haplotype2-0000173	HG02132_chrY	1	auto	370	match	1729
HG02132	HG02132	haplotype1-0000022	HG02132_chrY_random0000022	0	auto	371	match	3686
HG02132	HG02132	haplotype2-0000156	HG02132_chrY_random0000156	0	auto	372	match	3701
HG02132	HG02132	haplotype2-0000182	HG02132_chrY_random0000182	0	auto	373	match	3729
HG02132	HG02132	haplotype2-0000184	HG02132_chrY_random0000184	0	auto	374	match	434
HG02132	HG02132	haplotype2-0000185	HG02132_chrY_random0000185	0	auto	375	match	1863
HG02132	HG02132	haplotype2-0000186	HG02132_chrY_random0000186	0	auto	376	match	297
HG02132	HG02132	haplotype2-0000250	HG02132_chrY_random0000250	0	auto	377	match	324
HG02132	HG02132	haplotype2-0000258	HG02132_chrY_random0000258	0	auto	378	match	1766
HG02132	HG02132	haplotype2-0000259	HG02132_chrY_random0000259	0	auto	379	match	818
HG02132	HG02132	haplotype2-0000260	HG02132_chrY_random0000260	0	auto	380	match	295
HG02132	HG02132	haplotype2-0000262	HG02132_chrY_random0000262	0	auto	381	match	2260
HG02132	HG02132	haplotype2-0000310	HG02132_chrY_random0000310	0	auto	382	match	1739
HG02132	HG02132	haplotype2-0000313	HG02132_chrY_random0000313	0	auto	383	match	2464
HG02132	HG02132	haplotype2-0000314	HG02132_chrY_random0000314	0	auto	384	match	789
HG02132	HG02132	haplotype2-0000316	HG02132_chrY_random0000316	0	auto	385	match	110
HG02132	HG02132	haplotype2-0000318	HG02132_chrY_random0000318	0	auto	386	match	917
HG02132	HG02132	haplotype2-0000350	HG02132_chrY_random0000350	0	auto	387	match	1307
HG02132	HG02132	haplotype2-0000353	HG02132_chrY_random0000353	0	auto	388	match	3387
HG02132	HG02132	unassigned-0000478	HG02132_chrY_random0000478	0	auto	389	match	2681
HG02132	HG02132	unassigned-0000479	HG02132_chrY_random0000479	0	auto	390	match	479
HG02132	HG02132	unassigned-0000584	HG02132_chrY_random0000584	0	auto	391	match	1017
HG02132	HG02132	unassigned-0000766	HG02132_chrY_random0000766	0	auto	392	match	629
HG02132	HG02132	unassigned-0000767	HG02132_chrY_random0000767	0	auto	393	match	3838
HG02132	HG02132	unassigned-0000779	HG02132_chrY_random0000779	0	auto	394	match	2726
HG02132	HG02132	unassigned-0000780	HG02132_chrY_random0000780	0	auto	395	match	1224
HG02132	HG02132	unassigned-0000818	HG02132_chrY_random0000818	0	auto	396	match	225
HG02135	HG02135	chrY_pat-0000670	HG02135_chrY	1	auto	397	match	2280
HG02135	HG02135	pat-0000980	HG02135_chrY_random0000980	0	auto	398	match	348
HG02145	HG02145	haplotype1-0000075	HG02145_chrY	1	auto	399	match	604
HG02145	HG02145	chrY_haplotype1-0000002	HG02145_chrY	1	auto	400	match	2394
HG02145	HG02145	chrY_haplotype1-0000157	HG02145_chrY	1	auto	401	match	1475
HG02145	HG02145	chrY_haplotype1-0000004	HG02145_chrY	1	auto	402	match	2809
HG02145	HG02145	chrY_haplotype1-0000024	HG02145_chrY	1	auto	403	match	3872
HG02145	HG02145	chrY_haplotype2-0000213	HG02145_chrY	-1	auto	404	match	662
HG02145	HG02145	haplotype1-0000061	HG02145_chrY_random0000061	0	auto	405	match	435
HG02145	HG02145	haplotype2-0000220	HG02145_chrY_random0000220	0	auto	406	match	2067
HG02145	HG02145	haplotype2-0000221	HG02145_chrY_random0000221	0	auto	407	match	799
HG02145	HG02145	haplotype2-0000237	HG02145_chrY_random0000237	0	auto	408	match	946
HG02145	HG02145	haplotype2-0000255	HG02145_chrY_random0000255	0	auto	409	match	391
HG02145	HG02145	haplotype2-0000258	HG02145_chrY_random0000258	0	auto	410	match	2034
HG02145	HG02145	haplotype2-0000265	HG02145_chrY_random0000265	0	auto	411	match	1033
HG02145	HG02145	haplotype2-0000295	HG02145_chrY_random0000295	0	auto	412	match	3073
HG02145	HG02145	haplotype2-0000306	HG02145_chrY_random0000306	0	auto	413	match	545
HG02145	HG02145	haplotype2-0000307	HG02145_chrY_random0000307	0	auto	414	match	1376
HG02145	HG02145	haplotype2-0000310	HG02145_chrY_random0000310	0	auto	415	match	149
HG02145	HG02145	haplotype2-0000419	HG02145_chrY_random0000419	0	auto	416	match	27
HG02145	HG02145	haplotype2-0000426	HG02145_chrY_random0000426	0	auto	417	match	1186
HG02145	HG02145	haplotype2-0000443	HG02145_chrY_random0000443	0	auto	418	match	2665
HG02145	HG02145	unassigned-0000522	HG02145_chrY_random0000522	0	auto	419	match	2840
HG02145	HG02145	unassigned-0000558	HG02145_chrY_random0000558	0	auto	420	match	2150
HG02145	HG02145	unassigned-0000560	HG02145_chrY_random0000560	0	auto	421	match	218
HG02145	HG02145	unassigned-0000561	HG02145_chrY_random0000561	0	auto	422	match	2396
HG02145	HG02145	unassigned-0001435	HG02145_chrY_random0001435	0	auto	423	match	2905
HG02145	HG02145	unassigned-0001436	HG02145_chrY_random0001436	0	auto	424	match	336
HG02145	HG02145	unassigned-0001444	HG02145_chrY_random0001444	0	auto	425	match	293
HG02145	HG02145	unassigned-0001485	HG02145_chrY_random0001485	0	auto	426	match	1153
HG02145	HG02145	unassigned-0001487	HG02145_chrY_random0001487	0	auto	427	match	1670
HG02145	HG02145	unassigned-0001489	HG02145_chrY_random0001489	0	auto	428	match	2531
HG02145	HG02145	unassigned-0001497	HG02145_chrY_random0001497	0	auto	429	match	790
HG02145	HG02145	unassigned-0001505	HG02145_chrY_random0001505	0	auto	430	match	432
HG02145	HG02145	unassigned-0001512	HG02145_chrY_random0001512	0	auto	431	match	2778
HG02145	HG02145	unassigned-0001516	HG02145_chrY_random0001516	0	auto	432	match	611
HG02145	HG02145	unassigned-0001735	HG02145_chrY_random0001735	0	auto	433	match	3807
HG02145	HG02145	unassigned-0001740	HG02145_chrY_random0001740	0	auto	434	match	1964
HG02258	HG02258	chrY_haplotype1-0000016	HG02258_chrY	1	auto	435	match	51
HG02258	HG02258	haplotype1-0000057	HG02258_chrY_random0000057	0	auto	436	match	1452
HG02258	HG02258	haplotype1-0000058	HG02258_chrY_random0000058	0	auto	437	match	5
HG02258	HG02258	haplotype1-0000059	HG02258_chrY_random0000059	0	auto	438	match	2391
HG02258	HG02258	haplotype1-0000061	HG02258_chrY_random0000061	0	auto	439	match	1599
HG02258	HG02258	haplotype1-0000062	HG02258_chrY_random0000062	0	auto	440	match	3106
HG02391	HG02391	chrY_haplotype1-0000014	HG02391_chrY	1	auto	441	match	1068
HG02391	HG02391	haplotype2-0000093	HG02391_chrY_random0000093	0	auto	442	match	316
HG02392	HG02392	chrY_haplotype1-0000002	HG02392_chrY	1	auto	443	match	1562
HG02572	HG02572	chrY_haplotype1-0000021	HG02572_chrY	1	auto	446	match	485
HG02602	HG02602	chrY_pat-0000505	HG02602_chrY	1	auto	447	match	47
HG02602	HG02602	chrY_pat-0000506	HG02602_chrY	-1	auto	448	match	2397
HG02602	HG02602	pat-0000577	HG02602_chrY_random0000577	0	auto	449	match	1719
HG02602	HG02602	pat-0000578	HG02602_chrY_random0000578	0	auto	450	match	891
HG02602	HG02602	pat-0000579	HG02602_chrY_random0000579	0	auto	451	match	562
HG02602	HG02602	pat-0000581	HG02602_chrY_random0000581	0	auto	452	match	1478
HG02602	HG02602	pat-0000582	HG02602_chrY_random0000582	0	auto	453	match	1093
HG02602	HG02602	pat-0000668	HG02602_chrY_random0000668	0	auto	454	match	2315
HG02602	HG02602	pat-0000669	HG02602_chrY_random0000669	0	auto	455	match	251
HG02602	HG02602	pat-0000674	HG02602_chrY_random0000674	0	auto	456	match	2462
HG02602	HG02602	pat-0000675	HG02602_chrY_random0000675	0	auto	457	match	2532
HG02602	HG02602	pat-0000676	HG02602_chrY_random0000676	0	auto	458	match	2631
HG02602	HG02602	pat-0000677	HG02602_chrY_random0000677	0	auto	459	match	793
HG02602	HG02602	pat-0000678	HG02602_chrY_random0000678	0	auto	460	match	651
HG02602	HG02602	pat-0000679	HG02602_chrY_random0000679	0	auto	461	match	134
HG02647	HG02647	chrY_pat-0000655	HG02647_chrY	-1	auto	462	match	1124
HG02647	HG02647	pat-0000803	HG02647_chrY_random0000803	0	auto	463	match	1778
HG02647	HG02647	pat-0000804	HG02647_chrY_random0000804	0	auto	464	match	2213
HG02668	HG02668	chrY_pat-0000504	HG02668_chrY	-1	auto	465	match	862
HG02668	HG02668	chrY_pat-0000487	HG02668_chrY	1	auto	466	match	2904
HG02668	HG02668	pat-0000513	HG02668_chrY_random0000513	0	auto	467	match	1180
HG02668	HG02668	pat-0000514	HG02668_chrY_random0000514	0	auto	468	match	3072
HG02668	HG02668	pat-0000725	HG02668_chrY_random0000725	0	auto	469	match	1200
HG02668	HG02668	pat-0000778	HG02668_chrY_random0000778	0	auto	470	match	1410
HG02668	HG02668	pat-0000816	HG02668_chrY_random0000816	0	auto	471	match	1204
HG02668	HG02668	pat-0000817	HG02668_chrY_random0000817	0	auto	472	match	210
HG02668	HG02668	pat-0000818	HG02668_chrY_random0000818	0	auto	473	match	335
HG02668	HG02668	pat-0000819	HG02668_chrY_random0000819	0	auto	474	match	3820
HG02668	HG02668	pat-0000821	HG02668_chrY_random0000821	0	auto	475	match	1183
HG02698	HG02698	chrY_haplotype1-0000017	HG02698_chrY	1	auto	476	match	2522
HG02698	HG02698	unassigned-0000246	HG02698_chrY_random0000246	0	auto	477	match	761
HG02698	HG02698	unassigned-0000247	HG02698_chrY_random0000247	0	auto	478	match	1163
HG02698	HG02698	unassigned-0000248	HG02698_chrY_random0000248	0	auto	479	match	886
HG02698	HG02698	unassigned-0000557	HG02698_chrY_random0000557	0	auto	480	match	3372
HG02717	HG02717	chrY_mat-0000024	HG02717_chrY	1	auto	481	match	2415
HG02735	HG02735	chrY_haplotype1-0000003	HG02735_chrY	1	auto	482	match	3437
HG02735	HG02735	haplotype2-0000060	HG02735_chrY_random0000060	0	auto	483	match	1302
HG02735	HG02735	unassigned-0000366	HG02735_chrY_random0000366	0	auto	484	match	1976
HG02735	HG02735	unassigned-0001257	HG02735_chrY_random0001257	0	auto	485	match	3366
HG02735	HG02735	unassigned-0001258	HG02735_chrY_random0001258	0	auto	486	match	2746
HG02738	HG02738	chrY_pat-0000697	HG02738_chrY	1	auto	487	match	353
HG02965	HG02965	chrY_haplotype1-0000013	HG02965_chrY	1	auto	488	match	965
HG02965	HG02965	chrY_haplotype2-0000167	HG02965_chrY	1	auto	489	match	261
HG02965	HG02965	haplotype1-0000025	HG02965_chrY_random0000025	0	auto	490	match	3278
HG02965	HG02965	haplotype1-0000035	HG02965_chrY_random0000035	0	auto	491	match	2225
HG02965	HG02965	haplotype1-0000072	HG02965_chrY_random0000072	0	auto	492	match	1232
HG02965	HG02965	haplotype1-0000073	HG02965_chrY_random0000073	0	auto	493	match	333
HG02965	HG02965	haplotype1-0000074	HG02965_chrY_random0000074	0	auto	494	match	884
HG02965	HG02965	haplotype1-0000077	HG02965_chrY_random0000077	0	auto	495	match	3782
HG02965	HG02965	haplotype2-0000162	HG02965_chrY_random0000162	0	auto	496	match	400
HG02965	HG02965	haplotype2-0000181	HG02965_chrY_random0000181	0	auto	497	match	622
HG02965	HG02965	unassigned-0000228	HG02965_chrY_random0000228	0	auto	498	match	171
HG02965	HG02965	unassigned-0000385	HG02965_chrY_random0000385	0	auto	499	match	2327
HG02965	HG02965	unassigned-0000386	HG02965_chrY_random0000386	0	auto	500	match	1651
HG02965	HG02965	unassigned-0000390	HG02965_chrY_random0000390	0	auto	501	match	2715
HG02965	HG02965	unassigned-0000393	HG02965_chrY_random0000393	0	auto	502	match	1614
HG02965	HG02965	unassigned-0000403	HG02965_chrY_random0000403	0	auto	503	match	445
HG02965	HG02965	unassigned-0000530	HG02965_chrY_random0000530	0	auto	504	match	3709
HG02965	HG02965	unassigned-0000531	HG02965_chrY_random0000531	0	auto	505	match	2402
HG02965	HG02965	unassigned-0000557	HG02965_chrY_random0000557	0	auto	506	match	893
HG02965	HG02965	unassigned-0000558	HG02965_chrY_random0000558	0	auto	507	match	2542
HG02965	HG02965	unassigned-0000559	HG02965_chrY_random0000559	0	auto	508	match	2311
HG02965	HG02965	unassigned-0000625	HG02965_chrY_random0000625	0	auto	509	match	3019
HG02965	HG02965	unassigned-0000626	HG02965_chrY_random0000626	0	auto	510	match	587
HG02965	HG02965	unassigned-0000627	HG02965_chrY_random0000627	0	auto	511	match	1650
HG02965	HG02965	unassigned-0000628	HG02965_chrY_random0000628	0	auto	512	match	3358
HG02965	HG02965	unassigned-0000629	HG02965_chrY_random0000629	0	auto	513	match	458
HG02984	HG02984	chrY_haplotype1-0000013	HG02984_chrY	-1	auto	514	match	2816
HG02984	HG02984	haplotype2-0000151	HG02984_chrY_random0000151	0	auto	515	match	2196
HG02984	HG02984	haplotype2-0000152	HG02984_chrY_random0000152	0	auto	516	match	2834
HG02984	HG02984	haplotype2-0000186	HG02984_chrY_random0000186	0	auto	517	match	2372
HG02984	HG02984	haplotype2-0000188	HG02984_chrY_random0000188	0	auto	518	match	564
HG02984	HG02984	haplotype2-0000189	HG02984_chrY_random0000189	0	auto	519	match	591
HG02984	HG02984	haplotype2-0000190	HG02984_chrY_random0000190	0	auto	520	match	2357
HG02984	HG02984	haplotype2-0000191	HG02984_chrY_random0000191	0	auto	521	match	1074
HG02984	HG02984	haplotype2-0000203	HG02984_chrY_random0000203	0	auto	522	match	2419
HG02984	HG02984	haplotype2-0000206	HG02984_chrY_random0000206	0	auto	523	match	1866
HG03017	HG03017	chrY_haplotype1-0000011	HG03017_chrY	-1	auto	524	match	3621
HG03050	HG03050	chrY_pat-0000469	HG03050_chrY	1	auto	525	match	860
HG03050	HG03050	pat-0000537	HG03050_chrY_random0000537	0	auto	526	match	144
HG03098	HG03098	chrY_haplotype1-0000004	HG03098_chrY	1	auto	527	match	1917
HG03098	HG03098	chrY_haplotype1-0000006	HG03098_chrY	1	auto	528	match	85
HG03098	HG03098	haplotype1-0000029	HG03098_chrY_random0000029	0	auto	529	match	3213
HG03098	HG03098	haplotype1-0000031	HG03098_chrY_random0000031	0	auto	530	match	1732
HG03098	HG03098	haplotype1-0000033	HG03098_chrY_random0000033	0	auto	531	match	1791
HG03098	HG03098	haplotype1-0000034	HG03098_chrY_random0000034	0	auto	532	match	2721
HG03098	HG03098	haplotype1-0000035	HG03098_chrY_random0000035	0	auto	533	match	185
HG03098	HG03098	haplotype1-0000036	HG03098_chrY_random0000036	0	auto	534	match	2214
HG03098	HG03098	haplotype1-0000037	HG03098_chrY_random0000037	0	auto	535	match	527
HG03098	HG03098	haplotype1-0000038	HG03098_chrY_random0000038	0	auto	536	match	216
HG03098	HG03098	haplotype1-0000039	HG03098_chrY_random0000039	0	auto	537	match	2130
HG03098	HG03098	haplotype1-0000040	HG03098_chrY_random0000040	0	auto	538	match	1648
HG03098	HG03098	haplotype1-0000041	HG03098_chrY_random0000041	0	auto	539	match	2553
HG03098	HG03098	haplotype1-0000042	HG03098_chrY_random0000042	0	auto	540	match	3914
HG03098	HG03098	haplotype1-0000043	HG03098_chrY_random0000043	0	auto	541	match	2679
HG03098	HG03098	haplotype1-0000044	HG03098_chrY_random0000044	0	auto	542	match	726
HG03098	HG03098	haplotype1-0000045	HG03098_chrY_random0000045	0	auto	543	match	3776
HG03098	HG03098	haplotype1-0000046	HG03098_chrY_random0000046	0	auto	544	match	59
HG03098	HG03098	haplotype1-0000047	HG03098_chrY_random0000047	0	auto	545	match	2445
HG03098	HG03098	haplotype1-0000048	HG03098_chrY_random0000048	0	auto	546	match	557
HG03098	HG03098	haplotype1-0000049	HG03098_chrY_random0000049	0	auto	547	match	20
HG03098	HG03098	haplotype1-0000050	HG03098_chrY_random0000050	0	auto	548	match	2181
HG03098	HG03098	haplotype1-0000051	HG03098_chrY_random0000051	0	auto	549	match	1612
HG03098	HG03098	haplotype1-0000055	HG03098_chrY_random0000055	0	auto	550	match	1657
HG03098	HG03098	haplotype1-0000056	HG03098_chrY_random0000056	0	auto	551	match	990
HG03098	HG03098	haplotype1-0000058	HG03098_chrY_random0000058	0	auto	552	match	674
HG03098	HG03098	haplotype1-0000059	HG03098_chrY_random0000059	0	auto	553	match	1261
HG03098	HG03098	haplotype1-0000060	HG03098_chrY_random0000060	0	auto	554	match	2737
HG03098	HG03098	haplotype1-0000062	HG03098_chrY_random0000062	0	auto	555	match	1215
HG03098	HG03098	haplotype1-0000063	HG03098_chrY_random0000063	0	auto	556	match	1142
HG03098	HG03098	haplotype1-0000064	HG03098_chrY_random0000064	0	auto	557	match	1698
HG03098	HG03098	haplotype1-0000068	HG03098_chrY_random0000068	0	auto	558	match	3047
HG03098	HG03098	haplotype1-0000069	HG03098_chrY_random0000069	0	auto	559	match	275
HG03098	HG03098	haplotype1-0000070	HG03098_chrY_random0000070	0	auto	560	match	1265
HG03098	HG03098	haplotype1-0000071	HG03098_chrY_random0000071	0	auto	561	match	2392
HG03098	HG03098	haplotype1-0000072	HG03098_chrY_random0000072	0	auto	562	match	303
HG03098	HG03098	haplotype1-0000083	HG03098_chrY_random0000083	0	auto	563	match	679
HG03098	HG03098	haplotype2-0000091	HG03098_chrY_random0000091	0	auto	564	match	3496
HG03130	HG03130	chrY_haplotype1-0000006	HG03130_chrY	1	auto	565	match	179
HG03130	HG03130	chrY_haplotype2-0000110	HG03130_chrY	1	auto	566	match	1754
HG03130	HG03130	haplotype1-0000005	HG03130_chrY_random0000005	0	auto	567	match	2060
HG03130	HG03130	haplotype1-0000027	HG03130_chrY_random0000027	0	auto	568	match	3596
HG03130	HG03130	haplotype2-0000124	HG03130_chrY_random0000124	0	auto	569	match	496
HG03130	HG03130	haplotype2-0000125	HG03130_chrY_random0000125	0	auto	570	match	2549
HG03130	HG03130	haplotype2-0000134	HG03130_chrY_random0000134	0	auto	571	match	1933
HG03130	HG03130	unassigned-0000514	HG03130_chrY_random0000514	0	auto	572	match	1748
HG03130	HG03130	unassigned-0000516	HG03130_chrY_random0000516	0	auto	573	match	41
HG03130	HG03130	unassigned-0000517	HG03130_chrY_random0000517	0	auto	574	match	3505
HG03130	HG03130	unassigned-0000520	HG03130_chrY_random0000520	0	auto	575	match	3276
HG03130	HG03130	unassigned-0000521	HG03130_chrY_random0000521	0	auto	576	match	307
HG03130	HG03130	unassigned-0000556	HG03130_chrY_random0000556	0	auto	577	match	998
HG03130	HG03130	unassigned-0000557	HG03130_chrY_random0000557	0	auto	578	match	84
HG03130	HG03130	unassigned-0000558	HG03130_chrY_random0000558	0	auto	579	match	3476
HG03130	HG03130	unassigned-0000574	HG03130_chrY_random0000574	0	auto	580	match	3733
HG03130	HG03130	unassigned-0000861	HG03130_chrY_random0000861	0	auto	581	match	1803
HG03130	HG03130	unassigned-0000862	HG03130_chrY_random0000862	0	auto	582	match	2098
HG03130	HG03130	unassigned-0000863	HG03130_chrY_random0000863	0	auto	583	match	2629
HG03130	HG03130	unassigned-0000864	HG03130_chrY_random0000864	0	auto	584	match	829
HG03130	HG03130	unassigned-0000964	HG03130_chrY_random0000964	0	auto	585	match	2735
HG03130	HG03130	unassigned-0000966	HG03130_chrY_random0000966	0	auto	586	match	2386
HG03130	HG03130	unassigned-0000967	HG03130_chrY_random0000967	0	auto	587	match	1409
HG03209	HG03209	chrY_haplotype1-0000002	HG03209_chrY	1	auto	589	match	2471
HG03209	HG03209	haplotype1-0000008	HG03209_chrY_random0000008	0	auto	590	match	1902
HG03209	HG03209	haplotype2-0000194	HG03209_chrY_random0000194	0	auto	591	match	1689
HG03209	HG03209	haplotype2-0000215	HG03209_chrY_random0000215	0	auto	592	match	559
HG03209	HG03209	haplotype2-0000216	HG03209_chrY_random0000216	0	auto	593	match	1692
HG03209	HG03209	haplotype2-0000232	HG03209_chrY_random0000232	0	auto	594	match	1024
HG03209	HG03209	haplotype2-0000247	HG03209_chrY_random0000247	0	auto	595	match	1667
HG03209	HG03209	haplotype2-0000248	HG03209_chrY_random0000248	0	auto	596	match	1481
HG03209	HG03209	haplotype2-0000249	HG03209_chrY_random0000249	0	auto	597	match	407
HG03209	HG03209	unassigned-0000300	HG03209_chrY_random0000300	0	auto	598	match	575
HG03225	HG03225	chrY_haplotype1-0000015	HG03225_chrY	-1	auto	599	match	1076
HG03471	HG03471	chrY_haplotype1-0000006	HG03471_chrY	1	auto	600	match	1257
HG03492	HG03492	chrY_pat-0000829	HG03492_chrY	-1	auto	601	match	1997
HG03492	HG03492	chrY_pat-0000828	HG03492_chrY	1	auto	602	match	3583
HG03492	HG03492	pat-0000921	HG03492_chrY_random0000921	0	auto	603	match	938
HG03521	HG03521	chrY_haplotype1-0000022	HG03521_chrY	1	auto	604	match	3515
HG03521	HG03521	haplotype2-0000125	HG03521_chrY_random0000125	0	auto	605	match	1187
HG03521	HG03521	haplotype2-0000188	HG03521_chrY_random0000188	0	auto	606	match	364
HG03521	HG03521	haplotype2-0000192	HG03521_chrY_random0000192	0	auto	607	match	2635
HG03521	HG03521	haplotype2-0000193	HG03521_chrY_random0000193	0	auto	608	match	2374
HG03521	HG03521	haplotype2-0000198	HG03521_chrY_random0000198	0	auto	609	match	2700
HG03521	HG03521	haplotype2-0000199	HG03521_chrY_random0000199	0	auto	610	match	141
HG03521	HG03521	haplotype2-0000200	HG03521_chrY_random0000200	0	auto	611	match	2268
HG03521	HG03521	haplotype2-0000201	HG03521_chrY_random0000201	0	auto	612	match	1203
HG03521	HG03521	haplotype2-0000202	HG03521_chrY_random0000202	0	auto	613	match	2830
HG03579	HG03579	chrY_haplotype1-0000023	HG03579_chrY	1	auto	614	match	2304
HG03654	HG03654	chrY_haplotype1-0000012	HG03654_chrY	1	auto	615	match	3085
HG03654	HG03654	haplotype2-0000103	HG03654_chrY_random0000103	0	auto	616	match	3890
HG03654	HG03654	haplotype2-0000104	HG03654_chrY_random0000104	0	auto	617	match	1035
HG03654	HG03654	haplotype2-0000105	HG03654_chrY_random0000105	0	auto	618	match	2755
HG03654	HG03654	haplotype2-0000131	HG03654_chrY_random0000131	0	auto	619	match	1028
HG03654	HG03654	haplotype2-0000202	HG03654_chrY_random0000202	0	auto	620	match	892
HG03654	HG03654	haplotype2-0000203	HG03654_chrY_random0000203	0	auto	621	match	944
HG03654	HG03654	haplotype2-0000204	HG03654_chrY_random0000204	0	auto	622	match	841
HG03710	HG03710	chrY_haplotype1-0000009	HG03710_chrY	1	auto	624	match	111
HG03710	HG03710	haplotype2-0000095	HG03710_chrY_random0000095	0	auto	625	match	906
HG03710	HG03710	haplotype2-0000100	HG03710_chrY_random0000100	0	auto	626	match	2440
