#seq	start	end	name	score	strand	ref_umbrella_label	ref_umbrella_prefix	ref_umbrella_prefix_Pille
HG02698_chrY	40067902	40182260	HET	1000	-	HET	HET	.
HG02698_chrY	40199998	40409859	HET	1000	-	HET	HET	.
HG02698_chrY	40413401	40568756	HET	1000	-	HET	HET	.
HG02698_chrY	40570753	40592675	HET	1000	-	HET	HET	.
HG02698_chrY	40595323	40601066	HET	1000	-	HET	HET	.
HG02698_chrY	40601968	41135327	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	41135381	41352850	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	41156290	41352823	HET	1000	-	HET	HET	.
HG02698_chrY	41353724	41410530	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	41411404	41495303	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	41411432	41424273	HET	1000	+	HET	HET	.
HG02698_chrY	41425016	41442385	HET	1000	+	HET	HET	.
HG02698_chrY	41445162	41495218	HET	1000	+	HET	HET	.
HG02698_chrY	41495458	41518599	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	41550559	41616930	HET	1000	+	HET	HET	.
HG02698_chrY	41616930	41948695	PAR2	1000	+	PAR2	PAR	.
HG02698_chrY	41948695	41955803	TELO	0	+	"PAR1,PAR2"	PAR	.
HG02698_chrY_random0000246	0	8407	green	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY_random0000246	0	19980	AMPL7	1000	-	AMPL7	AMP	.
HG02698_chrY_random0000246	8406	16009	green-IR1	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY_random0000246	16004	19980	IR1-Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY_random0000247	0	31369	AMPL7	1000	+	AMPL7	AMP	.
HG02698_chrY_random0000247	0	31369	green	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY_random0000248	0	25920	AMPL7	1000	+	AMPL7	AMP	.
HG02698_chrY_random0000248	0	25920	green	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY_random0000557	0	39554	red	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY_random0000557	0	40357	AMPL7	1000	-	AMPL7	AMP	.
HG02698_chrY_random0000557	0	40357	P1-prox	1000	-	non-umbrella	non-umbrella	.
